timestamp,minutes_elapsed,cam_id,model,operator,setup,environment,distance_m,signal_dbm,battery_pct,battery_health,temperature_c,link_state,bitrate_mbps,dropped_frames,latency_ms,transmitting,recording_local
2026-08-29T07:05:00,5.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-67.8,98.7,0.79,25.1,DEGRADED,26.1,58,443,True,True
2026-08-29T07:05:30,5.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-53.1,98.4,0.95,26.1,OK,47.3,0,35,True,True
2026-08-29T07:05:30,5.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.1,99.4,0.92,25.3,OK,48.3,0,35,True,True
2026-08-29T07:05:30,5.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-67.6,98.1,0.61,25.2,DEGRADED,26.3,68,184,True,True
2026-08-29T07:05:30,5.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-61.6,98.3,0.88,27.0,OK,42.7,14,51,True,True
2026-08-29T07:05:30,5.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-70.0,98.4,0.79,26.6,DEGRADED,15.7,10,318,True,True
2026-08-29T07:06:00,6.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-54.0,98.3,0.95,25.2,OK,46.9,0,35,True,True
2026-08-29T07:06:00,6.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.9,99.2,0.92,27.8,OK,48.0,0,35,True,True
2026-08-29T07:06:00,6.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-69.2,97.2,0.61,25.8,DEGRADED,19.0,57,241,True,True
2026-08-29T07:06:00,6.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-61.8,99.2,0.88,25.9,OK,41.0,5,83,True,True
2026-08-29T07:06:00,6.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-72.8,98.5,0.79,26.6,CRITICAL,8.2,112,571,True,True
2026-08-29T07:06:30,6.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-51.3,98.2,0.95,25.7,OK,49.8,0,35,True,True
2026-08-29T07:06:30,6.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-60.4,98.7,0.92,25.5,OK,45.3,1,41,True,True
2026-08-29T07:06:30,6.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-73.7,97.8,0.61,26.1,CRITICAL,3.3,10,485,True,True
2026-08-29T07:06:30,6.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-61.5,98.1,0.88,26.6,OK,40.9,9,59,True,True
2026-08-29T07:06:30,6.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-71.2,98.3,0.79,26.0,DEGRADED,13.9,88,125,True,True
2026-08-29T07:07:00,7.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-56.4,98.7,0.95,26.4,OK,50.2,0,35,True,True
2026-08-29T07:07:00,7.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.9,98.3,0.92,26.0,OK,45.4,0,35,True,True
2026-08-29T07:07:00,7.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-66.5,98.4,0.61,25.7,DEGRADED,27.1,15,369,True,True
2026-08-29T07:07:00,7.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-64.0,98.4,0.88,24.8,OK,31.3,22,263,True,True
2026-08-29T07:07:00,7.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-69.0,97.7,0.79,25.8,DEGRADED,17.5,69,347,True,True
2026-08-29T07:07:30,7.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-50.9,97.9,0.95,25.4,OK,48.2,0,35,True,True
2026-08-29T07:07:30,7.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.5,97.7,0.92,25.6,OK,47.1,0,35,True,True
2026-08-29T07:07:30,7.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-69.3,97.6,0.61,25.6,DEGRADED,18.0,20,433,True,True
2026-08-29T07:07:30,7.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-60.4,98.0,0.88,25.2,OK,47.7,1,41,True,True
2026-08-29T07:07:30,7.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-75.5,98.3,0.79,24.9,DEGRADED,15.0,79,501,True,True
2026-08-29T07:08:00,8.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-54.0,98.2,0.95,25.2,OK,50.0,0,35,True,True
2026-08-29T07:08:00,8.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-61.0,98.4,0.92,25.0,OK,44.2,2,51,True,True
2026-08-29T07:08:00,8.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-69.5,97.2,0.61,25.4,DEGRADED,19.5,35,160,True,True
2026-08-29T07:08:00,8.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-61.3,98.0,0.88,25.9,OK,43.6,4,81,True,True
2026-08-29T07:08:00,8.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-68.2,97.9,0.79,26.6,DEGRADED,23.0,3,241,True,True
2026-08-29T07:08:30,8.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-53.3,98.4,0.95,26.1,OK,46.5,0,35,True,True
2026-08-29T07:08:30,8.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.8,98.1,0.92,27.0,OK,48.2,0,35,True,True
2026-08-29T07:08:30,8.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-71.3,96.4,0.61,25.2,DEGRADED,9.8,100,206,True,True
2026-08-29T07:08:30,8.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-58.9,97.9,0.88,26.8,OK,49.6,0,35,True,True
2026-08-29T07:08:30,8.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-72.5,97.0,0.79,26.5,CRITICAL,9.8,87,165,True,True
2026-08-29T07:09:00,9.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-51.4,97.0,0.95,26.1,OK,48.2,0,35,True,True
2026-08-29T07:09:00,9.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-55.6,97.7,0.92,25.9,OK,47.4,0,35,True,True
2026-08-29T07:09:00,9.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-66.0,97.2,0.61,26.6,DEGRADED,27.2,6,389,True,True
2026-08-29T07:09:00,9.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-59.7,97.4,0.88,25.3,OK,48.6,0,35,True,True
2026-08-29T07:09:00,9.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-68.9,96.9,0.79,27.6,DEGRADED,21.9,52,483,True,True
2026-08-29T07:09:30,9.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-54.4,97.4,0.95,25.8,OK,44.1,0,35,True,True
2026-08-29T07:09:30,9.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-60.2,97.6,0.92,24.8,OK,48.3,0,45,True,True
2026-08-29T07:09:30,9.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-68.6,96.4,0.61,26.4,DEGRADED,19.7,37,363,True,True
2026-08-29T07:09:30,9.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-60.5,97.7,0.88,26.3,OK,45.6,0,59,True,True
2026-08-29T07:09:30,9.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-73.8,98.0,0.79,25.8,CRITICAL,2.7,1,822,True,True
2026-08-29T07:10:00,10.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-50.8,98.0,0.95,24.7,OK,48.2,0,35,True,True
2026-08-29T07:10:00,10.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-61.7,97.6,0.92,26.5,OK,43.1,10,70,True,True
2026-08-29T07:10:00,10.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-71.2,96.2,0.61,25.2,DEGRADED,11.9,77,287,True,True
2026-08-29T07:10:00,10.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-60.7,97.2,0.88,26.0,OK,46.5,1,42,True,True
2026-08-29T07:10:00,10.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-75.0,97.1,0.79,26.2,DEGRADED,17.8,44,469,True,True
2026-08-29T07:10:30,10.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-51.1,97.5,0.95,25.9,OK,48.7,0,35,True,True
2026-08-29T07:10:30,10.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.6,97.6,0.92,25.4,OK,47.7,0,35,True,True
2026-08-29T07:10:30,10.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-69.4,96.0,0.61,26.6,DEGRADED,16.6,76,374,True,True
2026-08-29T07:10:30,10.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-62.5,97.5,0.88,26.1,OK,40.4,21,111,True,True
2026-08-29T07:10:30,10.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-70.4,96.7,0.79,27.0,DEGRADED,15.7,5,163,True,True
2026-08-29T07:11:00,11.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-55.5,97.3,0.95,26.4,OK,48.0,0,35,True,True
2026-08-29T07:11:00,11.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.4,97.1,0.92,25.1,OK,47.8,0,35,True,True
2026-08-29T07:11:00,11.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-67.1,96.0,0.61,25.2,DEGRADED,23.9,49,440,True,True
2026-08-29T07:11:00,11.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-59.8,97.5,0.88,25.8,OK,47.3,0,35,True,True
2026-08-29T07:11:00,11.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-68.9,96.9,0.79,25.4,DEGRADED,18.8,19,422,True,True
2026-08-29T07:11:30,11.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-54.5,96.9,0.95,25.3,OK,44.9,0,35,True,True
2026-08-29T07:11:30,11.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-60.5,96.5,0.92,25.1,OK,47.3,3,62,True,True
2026-08-29T07:11:30,11.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-68.6,95.7,0.61,26.3,DEGRADED,21.6,60,343,True,True
2026-08-29T07:11:30,11.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-60.4,97.3,0.88,25.5,OK,44.6,3,47,True,True
2026-08-29T07:11:30,11.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-72.2,96.8,0.79,26.8,CRITICAL,9.4,36,254,True,True
2026-08-29T07:12:00,12.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-49.1,97.8,0.95,26.5,OK,46.3,0,35,True,True
2026-08-29T07:12:00,12.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-58.6,96.9,0.92,27.3,OK,48.6,0,35,True,True
2026-08-29T07:12:00,12.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-67.8,95.5,0.61,25.0,DEGRADED,22.0,35,106,True,True
2026-08-29T07:12:00,12.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-61.3,97.3,0.88,25.2,OK,41.2,4,90,True,True
2026-08-29T07:12:00,12.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-72.6,97.6,0.79,26.4,CRITICAL,5.9,53,307,True,True
2026-08-29T07:12:30,12.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-56.4,98.1,0.95,25.2,OK,49.0,0,35,True,True
2026-08-29T07:12:30,12.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-60.0,96.9,0.92,26.3,OK,49.3,0,35,True,True
2026-08-29T07:12:30,12.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-68.9,95.2,0.61,24.3,DEGRADED,18.5,36,418,True,True
2026-08-29T07:12:30,12.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-55.9,97.6,0.88,25.5,OK,47.3,0,35,True,True
2026-08-29T07:12:30,12.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-72.3,96.5,0.79,27.8,CRITICAL,8.5,52,165,True,True
2026-08-29T07:13:00,13.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-52.5,96.6,0.95,25.8,OK,46.3,0,35,True,True
2026-08-29T07:13:00,13.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-56.2,96.9,0.92,25.3,OK,47.5,0,35,True,True
2026-08-29T07:13:00,13.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-65.8,94.8,0.61,25.8,DEGRADED,32.1,22,361,True,True
2026-08-29T07:13:00,13.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-64.2,96.7,0.88,25.9,OK,35.8,23,286,True,True
2026-08-29T07:13:00,13.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-72.6,96.4,0.79,25.3,CRITICAL,7.3,64,468,True,True
2026-08-29T07:13:30,13.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-55.6,97.0,0.95,26.5,OK,50.1,0,35,True,True
2026-08-29T07:13:30,13.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.7,96.7,0.92,26.0,OK,45.7,0,35,True,True
2026-08-29T07:13:30,13.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-71.1,94.5,0.61,26.9,DEGRADED,12.3,3,391,True,True
2026-08-29T07:13:30,13.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-63.9,96.2,0.88,26.6,OK,34.4,19,150,True,True
2026-08-29T07:13:30,13.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-71.7,95.8,0.79,25.7,DEGRADED,9.8,51,716,True,True
2026-08-29T07:14:00,14.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-55.6,97.3,0.95,25.1,OK,45.6,0,35,True,True
2026-08-29T07:14:00,14.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-59.2,96.9,0.92,25.7,OK,45.5,0,35,True,True
2026-08-29T07:14:00,14.0,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-66.2,95.2,0.61,28.4,DEGRADED,25.7,43,210,True,True
2026-08-29T07:14:00,14.0,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-57.6,96.8,0.88,26.6,OK,46.8,0,35,True,True
2026-08-29T07:14:00,14.0,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-67.6,96.3,0.79,25.8,DEGRADED,25.1,10,291,True,True
2026-08-29T07:14:30,14.5,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-57.4,96.4,0.95,26.2,OK,48.5,0,35,True,True
2026-08-29T07:14:30,14.5,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-57.5,97.4,0.92,26.6,OK,49.3,0,35,True,True
2026-08-29T07:14:30,14.5,CAM-03,Sony FX3,Kiko,Location A - Ancestral House (Interior),interior,68.0,-65.1,94.8,0.61,27.0,OK,30.4,7,181,True,True
2026-08-29T07:14:30,14.5,CAM-04,Sony FX3,Dennis,Location A - Ancestral House (Interior),interior,45.0,-61.8,96.8,0.88,25.5,OK,41.0,4,127,True,True
2026-08-29T07:14:30,14.5,CAM-05,Blackmagic,Jorge,Location A - Ancestral House (Interior),interior,95.0,-70.7,96.3,0.79,25.4,DEGRADED,13.9,57,422,True,True
2026-08-29T07:15:00,15.0,CAM-01,Sony FX6,Ariel,Location A - Ancestral House (Interior),interior,18.0,-51.9,96.5,0.95,27.2,OK,47.7,0,35,True,True
2026-08-29T07:15:00,15.0,CAM-02,Sony FX6,Marlon,Location A - Ancestral House (Interior),interior,32.0,-59.2,95.8,0.92,27.0,OK,48.6,0,35,True,True
